,SeasonID,MatchID,HomeTeamID,AwayTeamID,HomeScore,HomeShots,AwayScore,AwayShots,HomeYield,AwayYield,NetHomeGoals,AbsGd,Sin_GW,Cos_GW,result,HomeOverallRank,AwayOverallRank,HomeTeamName,AwayTeamName
18,1,19,25,6,0,8,2,17,0.0,11.76470588235294,-2,2,0.23061587074244017,0.9730448705798238,-1,2,24,San Diego,Chicago B
19,1,20,24,7,4,18,1,14,22.22222222222222,7.142857142857142,3,3,0.23061587074244017,0.9730448705798238,1,21,16,St. Louis,Chicago H
20,1,21,23,8,0,9,0,13,0.0,0.0,0,0,0.23061587074244017,0.9730448705798238,0,10,28,Pittsburgh,Cincinnati
21,1,22,22,9,2,17,0,6,11.76470588235294,0.0,2,2,0.23061587074244017,0.9730448705798238,1,18,8,Philadelphia,Cleveland Queens
22,1,23,21,10,1,25,1,4,4.0,25.0,0,0,0.23061587074244017,0.9730448705798238,0,23,5,Oakland,Denver
23,1,24,20,11,1,12,1,17,8.333333333333332,5.88235294117647,0,0,0.23061587074244017,0.9730448705798238,0,1,17,New York C,Detroit
24,1,25,19,12,3,29,1,4,10.344827586206897,25.0,2,2,0.23061587074244017,0.9730448705798238,1,26,9,New York S,Houston
25,1,26,18,13,2,21,1,21,9.523809523809524,4.761904761904762,1,1,0.23061587074244017,0.9730448705798238,1,11,12,Montreal,Kansas City
26,1,27,17,14,1,15,0,6,6.666666666666667,0.0,1,1,0.23061587074244017,0.9730448705798238,1,19,14,Minneapolis,Los Angeles
27,1,28,16,15,2,7,4,23,28.57142857142857,17.391304347826086,-2,2,0.23061587074244017,0.9730448705798238,-1,6,27,Milwaukee,Miami
28,1,29,25,1,1,9,3,14,11.11111111111111,21.428571428571427,-2,2,0.3420201433256687,0.9396926207859084,-1,2,13,San Diego,Arlington
29,1,30,24,26,2,18,0,6,11.11111111111111,0.0,2,2,0.3420201433256687,0.9396926207859084,1,21,7,St. Louis,San Francisco
30,1,31,23,27,1,7,2,18,14.285714285714285,11.11111111111111,-1,1,0.3420201433256687,0.9396926207859084,-1,10,20,Pittsburgh,Seattle
31,1,32,22,28,2,16,0,7,12.5,0.0,2,2,0.3420201433256687,0.9396926207859084,1,18,15,Philadelphia,Toronto
32,1,33,21,2,1,21,1,8,4.761904761904762,12.5,0,0,0.3420201433256687,0.9396926207859084,0,23,4,Oakland,Anaheim
33,1,34,20,3,0,10,0,6,0.0,0.0,0,0,0.3420201433256687,0.9396926207859084,0,1,3,New York C,Atlanta
34,1,35,19,4,0,10,0,14,0.0,0.0,0,0,0.3420201433256687,0.9396926207859084,0,26,25,New York S,Baltimore
35,1,36,18,5,2,10,1,16,20.0,6.25,1,1,0.3420201433256687,0.9396926207859084,1,11,22,Montreal,Boston
36,1,37,17,6,2,10,3,19,20.0,15.789473684210526,-1,1,0.3420201433256687,0.9396926207859084,-1,19,24,Minneapolis,Chicago B
37,1,38,16,7,1,10,0,11,10.0,0.0,1,1,0.3420201433256687,0.9396926207859084,1,6,16,Milwaukee,Chicago H
38,1,39,15,8,3,17,1,14,17.647058823529413,7.142857142857142,2,2,0.3420201433256687,0.9396926207859084,1,27,28,Miami,Cincinnati
39,1,40,14,9,0,13,1,13,0.0,7.6923076923076925,-1,1,0.3420201433256687,0.9396926207859084,-1,14,8,Los Angeles,Cleveland Queens
40,1,41,13,10,2,14,1,12,14.285714285714285,8.333333333333332,1,1,0.3420201433256687,0.9396926207859084,1,12,5,Kansas City,Denver
41,1,42,12,11,3,17,2,14,17.647058823529413,14.285714285714285,1,1,0.3420201433256687,0.9396926207859084,1,9,17,Houston,Detroit
42,1,43,1,13,1,16,1,12,6.25,8.333333333333332,0,0,0.44879918020046217,0.8936326403234123,0,13,12,Arlington,Kansas City
43,1,44,14,12,2,15,0,6,13.333333333333334,0.0,2,2,0.44879918020046217,0.8936326403234123,1,14,9,Los Angeles,Houston
44,1,45,15,11,3,25,1,8,12.0,12.5,2,2,0.44879918020046217,0.8936326403234123,1,27,17,Miami,Detroit
45,1,46,16,10,2,20,0,10,10.0,0.0,2,2,0.44879918020046217,0.8936326403234123,1,6,5,Milwaukee,Denver
46,1,47,17,9,1,20,0,2,5.0,0.0,1,1,0.44879918020046217,0.8936326403234123,1,19,8,Minneapolis,Cleveland Queens
47,1,48,18,8,3,10,1,17,30.0,5.88235294117647,2,2,0.44879918020046217,0.8936326403234123,1,11,28,Montreal,Cincinnati
48,1,49,19,7,1,17,3,12,5.88235294117647,25.0,-2,2,0.44879918020046217,0.8936326403234123,-1,26,16,New York S,Chicago H
49,1,50,20,6,0,9,6,17,0.0,35.294117647058826,-6,6,0.44879918020046217,0.8936326403234123,-1,1,24,New York C,Chicago B
50,1,51,21,5,1,5,2,15,20.0,13.333333333333334,-1,1,0.44879918020046217,0.8936326403234123,-1,23,22,Oakland,Boston
51,1,52,22,4,3,18,3,9,16.666666666666664,33.33333333333333,0,0,0.44879918020046217,0.8936326403234123,0,18,25,Philadelphia,Baltimore
52,1,53,23,3,1,14,1,10,7.142857142857142,10.0,0,0,0.44879918020046217,0.8936326403234123,0,10,3,Pittsburgh,Atlanta
53,1,54,24,2,2,27,0,12,7.4074074074074066,0.0,2,2,0.44879918020046217,0.8936326403234123,1,21,4,St. Louis,Anaheim
54,1,55,25,28,2,11,1,10,18.181818181818183,10.0,1,1,0.44879918020046217,0.8936326403234123,1,2,15,San Diego,Toronto
55,1,56,26,27,0,1,4,20,0.0,20.0,-4,4,0.44879918020046217,0.8936326403234123,-1,7,20,San Francisco,Seattle
56,1,57,1,28,5,20,1,8,25.0,12.5,4,4,0.549508978070806,0.8354878114129365,1,13,15,Arlington,Toronto
57,1,58,2,27,2,7,6,26,28.57142857142857,23.076923076923077,-4,4,0.549508978070806,0.8354878114129365,-1,4,20,Anaheim,Seattle
58,1,59,3,26,1,23,1,7,4.3478260869565215,14.285714285714285,0,0,0.549508978070806,0.8354878114129365,0,3,7,Atlanta,San Francisco
59,1,60,4,25,3,24,0,8,12.5,0.0,3,3,0.549508978070806,0.8354878114129365,1,25,2,Baltimore,San Diego
60,1,61,5,24,1,27,2,7,3.7037037037037033,28.57142857142857,-1,1,0.549508978070806,0.8354878114129365,-1,22,21,Boston,St. Louis
61,1,62,6,23,5,23,0,11,21.73913043478261,0.0,5,5,0.549508978070806,0.8354878114129365,1,24,10,Chicago B,Pittsburgh
62,1,63,7,22,1,15,0,12,6.666666666666667,0.0,1,1,0.549508978070806,0.8354878114129365,1,16,18,Chicago H,Philadelphia
63,1,64,8,21,2,22,1,6,9.090909090909092,16.666666666666664,1,1,0.549508978070806,0.8354878114129365,1,28,23,Cincinnati,Oakland
64,1,65,9,20,2,19,2,17,10.526315789473683,11.76470588235294,0,0,0.549508978070806,0.8354878114129365,0,8,1,Cleveland Queens,New York C
65,1,66,10,19,1,6,3,22,16.666666666666664,13.636363636363635,-2,2,0.549508978070806,0.8354878114129365,-1,5,26,Denver,New York S
66,1,67,11,18,2,11,0,8,18.181818181818183,0.0,2,2,0.549508978070806,0.8354878114129365,1,17,11,Detroit,Montreal
67,1,68,12,17,2,14,2,14,14.285714285714285,14.285714285714285,0,0,0.549508978070806,0.8354878114129365,0,9,19,Houston,Minneapolis
68,1,69,13,16,2,14,2,6,14.285714285714285,33.33333333333333,0,0,0.549508978070806,0.8354878114129365,0,12,6,Kansas City,Milwaukee
69,1,70,14,15,1,9,4,18,11.11111111111111,22.22222222222222,-3,3,0.549508978070806,0.8354878114129365,-1,14,27,Los Angeles,Miami
70,1,71,1,5,1,14,1,19,7.142857142857142,5.263157894736842,0,0,0.6427876096865393,0.7660444431189781,0,13,22,Arlington,Boston
71,1,72,6,4,3,15,1,8,20.0,12.5,2,2,0.6427876096865393,0.7660444431189781,1,24,25,Chicago B,Baltimore
72,1,73,7,3,2,19,1,11,10.526315789473683,9.090909090909092,1,1,0.6427876096865393,0.7660444431189781,1,16,3,Chicago H,Atlanta
73,1,74,8,2,5,34,0,4,14.705882352941178,0.0,5,5,0.6427876096865393,0.7660444431189781,1,28,4,Cincinnati,Anaheim
74,1,75,9,28,0,10,1,11,0.0,9.090909090909092,-1,1,0.6427876096865393,0.7660444431189781,-1,8,15,Cleveland Queens,Toronto
75,1,76,10,27,0,5,1,26,0.0,3.8461538461538463,-1,1,0.6427876096865393,0.7660444431189781,-1,5,20,Denver,Seattle
76,1,77,11,26,4,22,0,8,18.181818181818183,0.0,4,4,0.6427876096865393,0.7660444431189781,1,17,7,Detroit,San Francisco
77,1,78,12,25,2,13,1,9,15.384615384615385,11.11111111111111,1,1,0.6427876096865393,0.7660444431189781,1,9,2,Houston,San Diego
78,1,79,13,24,3,18,3,15,16.666666666666664,20.0,0,0,0.6427876096865393,0.7660444431189781,0,12,21,Kansas City,St. Louis
79,1,80,14,23,2,14,0,12,14.285714285714285,0.0,2,2,0.6427876096865393,0.7660444431189781,1,14,10,Los Angeles,Pittsburgh
80,1,81,15,22,4,20,1,9,20.0,11.11111111111111,3,3,0.6427876096865393,0.7660444431189781,1,27,18,Miami,Philadelphia
81,1,82,16,21,1,11,5,22,9.090909090909092,22.727272727272727,-4,4,0.6427876096865393,0.7660444431189781,-1,6,23,Milwaukee,Oakland
82,1,83,17,20,4,25,0,7,16.0,0.0,4,4,0.6427876096865393,0.7660444431189781,1,19,1,Minneapolis,New York C
83,1,84,18,19,0,6,1,14,0.0,7.142857142857142,-1,1,0.6427876096865393,0.7660444431189781,-1,11,26,Montreal,New York S
84,1,85,1,16,2,20,1,19,10.0,5.263157894736842,1,1,0.7273736415730486,0.6862416378687336,1,13,6,Arlington,Milwaukee
85,1,86,17,15,0,10,3,13,0.0,23.076923076923077,-3,3,0.7273736415730486,0.6862416378687336,-1,19,27,Minneapolis,Miami
86,1,87,18,14,0,12,1,10,0.0,10.0,-1,1,0.7273736415730486,0.6862416378687336,-1,11,14,Montreal,Los Angeles
87,1,88,19,13,1,21,0,4,4.761904761904762,0.0,1,1,0.7273736415730486,0.6862416378687336,1,26,12,New York S,Kansas City
88,1,89,20,12,1,8,2,15,12.5,13.333333333333334,-1,1,0.7273736415730486,0.6862416378687336,-1,1,9,New York C,Houston
89,1,90,21,11,3,14,0,10,21.428571428571427,0.0,3,3,0.7273736415730486,0.6862416378687336,1,23,17,Oakland,Detroit
90,1,91,22,10,1,12,0,4,8.333333333333332,0.0,1,1,0.7273736415730486,0.6862416378687336,1,18,5,Philadelphia,Denver
91,1,92,23,9,5,16,1,9,31.25,11.11111111111111,4,4,0.7273736415730486,0.6862416378687336,1,10,8,Pittsburgh,Cleveland Queens
92,1,93,24,8,0,8,2,15,0.0,13.333333333333334,-2,2,0.7273736415730486,0.6862416378687336,-1,21,28,St. Louis,Cincinnati
93,1,94,25,7,0,11,1,18,0.0,5.555555555555555,-1,1,0.7273736415730486,0.6862416378687336,-1,2,16,San Diego,Chicago H
94,1,95,26,6,0,6,0,16,0.0,0.0,0,0,0.7273736415730486,0.6862416378687336,0,7,24,San Francisco,Chicago B
95,1,96,27,5,2,17,0,7,11.76470588235294,0.0,2,2,0.7273736415730486,0.6862416378687336,1,20,22,Seattle,Boston
96,1,97,28,4,0,13,1,15,0.0,6.666666666666667,-1,1,0.7273736415730486,0.6862416378687336,-1,15,25,Toronto,Baltimore
97,1,98,2,3,1,16,2,9,6.25,22.22222222222222,-1,1,0.7273736415730486,0.6862416378687336,-1,4,3,Anaheim,Atlanta
98,1,99,9,1,0,15,1,18,0.0,5.555555555555555,-1,1,0.8021231927550437,0.5971585917027862,-1,8,13,Cleveland Queens,Arlington
99,1,100,8,10,2,33,1,5,6.0606060606060606,20.0,1,1,0.8021231927550437,0.5971585917027862,1,28,5,Cincinnati,Denver
100,1,101,7,11,0,13,2,12,0.0,16.666666666666664,-2,2,0.8021231927550437,0.5971585917027862,-1,16,17,Chicago H,Detroit
101,1,102,6,12,2,24,0,4,8.333333333333332,0.0,2,2,0.8021231927550437,0.5971585917027862,1,24,9,Chicago B,Houston
102,1,103,5,13,1,20,3,12,5.0,25.0,-2,2,0.8021231927550437,0.5971585917027862,-1,22,12,Boston,Kansas City
103,1,104,4,14,1,17,1,3,5.88235294117647,33.33333333333333,0,0,0.8021231927550437,0.5971585917027862,0,25,14,Baltimore,Los Angeles
104,1,105,3,15,0,6,5,24,0.0,20.833333333333336,-5,5,0.8021231927550437,0.5971585917027862,-1,3,27,Atlanta,Miami
105,1,106,2,16,1,9,1,12,11.11111111111111,8.333333333333332,0,0,0.8021231927550437,0.5971585917027862,0,4,6,Anaheim,Milwaukee
106,1,107,28,17,3,15,1,11,20.0,9.090909090909092,2,2,0.8021231927550437,0.5971585917027862,1,15,19,Toronto,Minneapolis
107,1,108,27,18,3,18,3,11,16.666666666666664,27.27272727272727,0,0,0.8021231927550437,0.5971585917027862,0,20,11,Seattle,Montreal
108,1,109,26,19,1,12,4,15,8.333333333333332,26.666666666666668,-3,3,0.8021231927550437,0.5971585917027862,-1,7,26,San Francisco,New York S
109,1,110,25,20,3,16,1,12,18.75,8.333333333333332,2,2,0.8021231927550437,0.5971585917027862,1,2,1,San Diego,New York C
110,1,111,24,21,2,9,0,13,22.22222222222222,0.0,2,2,0.8021231927550437,0.5971585917027862,1,21,23,St. Louis,Oakland
111,1,112,23,22,3,15,0,10,20.0,0.0,3,3,0.8021231927550437,0.5971585917027862,1,10,18,Pittsburgh,Philadelphia
112,1,113,4,1,0,12,0,9,0.0,0.0,0,0,0.8660254037844386,0.5000000000000001,0,25,13,Baltimore,Arlington
113,1,114,3,5,1,8,5,17,12.5,29.411764705882355,-4,4,0.8660254037844386,0.5000000000000001,-1,3,22,Atlanta,Boston
114,1,115,2,6,0,9,2,19,0.0,10.526315789473683,-2,2,0.8660254037844386,0.5000000000000001,-1,4,24,Anaheim,Chicago B
115,1,116,28,7,1,8,1,5,12.5,20.0,0,0,0.8660254037844386,0.5000000000000001,0,15,16,Toronto,Chicago H
116,1,117,27,8,1,13,3,15,7.6923076923076925,20.0,-2,2,0.8660254037844386,0.5000000000000001,-1,20,28,Seattle,Cincinnati
117,1,118,26,9,1,8,2,20,12.5,10.0,-1,1,0.8660254037844386,0.5000000000000001,-1,7,8,San Francisco,Cleveland Queens
118,1,119,25,10,0,16,3,14,0.0,21.428571428571427,-3,3,0.8660254037844386,0.5000000000000001,-1,2,5,San Diego,Denver
119,1,120,24,11,1,16,1,8,6.25,12.5,0,0,0.8660254037844386,0.5000000000000001,0,21,17,St. Louis,Detroit
120,1,121,23,12,0,15,1,10,0.0,10.0,-1,1,0.8660254037844386,0.5000000000000001,-1,10,9,Pittsburgh,Houston
121,1,122,22,13,1,10,2,11,10.0,18.181818181818183,-1,1,0.8660254037844386,0.5000000000000001,-1,18,12,Philadelphia,Kansas City
122,1,123,21,14,3,17,2,11,17.647058823529413,18.181818181818183,1,1,0.8660254037844386,0.5000000000000001,1,23,14,Oakland,Los Angeles
123,1,124,20,15,0,5,2,29,0.0,6.896551724137931,-2,2,0.8660254037844386,0.5000000000000001,-1,1,27,New York C,Miami
124,1,125,19,16,5,27,0,4,18.51851851851852,0.0,5,5,0.8660254037844386,0.5000000000000001,1,26,6,New York S,Milwaukee
125,1,126,18,17,3,11,1,13,27.27272727272727,7.6923076923076925,2,2,0.8660254037844386,0.5000000000000001,1,11,19,Montreal,Minneapolis
126,1,127,1,23,1,13,2,9,7.6923076923076925,22.22222222222222,-1,1,0.918216106880274,0.3960797660391569,-1,13,10,Arlington,Pittsburgh
127,1,128,24,22,2,13,2,18,15.384615384615385,11.11111111111111,0,0,0.918216106880274,0.3960797660391569,0,21,18,St. Louis,Philadelphia
128,1,129,25,21,1,7,1,11,14.285714285714285,9.090909090909092,0,0,0.918216106880274,0.3960797660391569,0,2,23,San Diego,Oakland
129,1,130,26,20,4,13,0,12,30.76923076923077,0.0,4,4,0.918216106880274,0.3960797660391569,1,7,1,San Francisco,New York C
130,1,131,27,19,1,17,1,12,5.88235294117647,8.333333333333332,0,0,0.918216106880274,0.3960797660391569,0,20,26,Seattle,New York S
131,1,132,28,18,0,12,2,6,0.0,33.33333333333333,-2,2,0.918216106880274,0.3960797660391569,-1,15,11,Toronto,Montreal
132,1,133,2,17,2,11,2,5,18.181818181818183,40.0,0,0,0.918216106880274,0.3960797660391569,0,4,19,Anaheim,Minneapolis
133,1,134,3,16,2,14,1,4,14.285714285714285,25.0,1,1,0.918216106880274,0.3960797660391569,1,3,6,Atlanta,Milwaukee
134,1,135,4,15,3,16,3,18,18.75,16.666666666666664,0,0,0.918216106880274,0.3960797660391569,0,25,27,Baltimore,Miami
135,1,136,5,14,1,26,1,5,3.8461538461538463,20.0,0,0,0.918216106880274,0.3960797660391569,0,22,14,Boston,Los Angeles
136,1,137,6,13,0,13,2,11,0.0,18.181818181818183,-2,2,0.918216106880274,0.3960797660391569,-1,24,12,Chicago B,Kansas City
137,1,138,7,12,4,14,1,7,28.57142857142857,14.285714285714285,3,3,0.918216106880274,0.3960797660391569,1,16,9,Chicago H,Houston
138,1,139,8,11,2,28,0,3,7.142857142857142,0.0,2,2,0.918216106880274,0.3960797660391569,1,28,17,Cincinnati,Detroit
139,1,140,9,10,1,15,0,6,6.666666666666667,0.0,1,1,0.918216106880274,0.3960797660391569,1,8,5,Cleveland Queens,Denver
140,1,141,8,1,2,21,0,9,9.523809523809524,0.0,2,2,0.9579895123154889,0.2868032327110903,1,28,13,Cincinnati,Arlington
141,1,142,7,9,1,27,1,7,3.7037037037037033,14.285714285714285,0,0,0.9579895123154889,0.2868032327110903,0,16,8,Chicago H,Cleveland Queens
142,1,143,6,10,3,23,1,4,13.043478260869565,25.0,2,2,0.9579895123154889,0.2868032327110903,1,24,5,Chicago B,Denver
143,1,144,5,11,2,17,2,9,11.76470588235294,22.22222222222222,0,0,0.9579895123154889,0.2868032327110903,0,22,17,Boston,Detroit
144,1,145,4,12,6,26,0,1,23.076923076923077,0.0,6,6,0.9579895123154889,0.2868032327110903,1,25,9,Baltimore,Houston
145,1,146,3,13,2,11,4,24,18.181818181818183,16.666666666666664,-2,2,0.9579895123154889,0.2868032327110903,-1,3,12,Atlanta,Kansas City
146,1,147,2,14,0,12,0,17,0.0,0.0,0,0,0.9579895123154889,0.2868032327110903,0,4,14,Anaheim,Los Angeles
147,1,148,28,15,1,9,0,18,11.11111111111111,0.0,1,1,0.9579895123154889,0.2868032327110903,1,15,27,Toronto,Miami
148,1,149,27,16,2,23,1,5,8.695652173913043,20.0,1,1,0.9579895123154889,0.2868032327110903,1,20,6,Seattle,Milwaukee
149,1,150,26,17,0,6,0,8,0.0,0.0,0,0,0.9579895123154889,0.2868032327110903,0,7,19,San Francisco,Minneapolis
150,1,151,25,18,0,10,0,16,0.0,0.0,0,0,0.9579895123154889,0.2868032327110903,0,2,11,San Diego,Montreal
151,1,152,24,19,1,23,1,5,4.3478260869565215,20.0,0,0,0.9579895123154889,0.2868032327110903,0,21,26,St. Louis,New York S
152,1,153,23,20,3,17,3,18,17.647058823529413,16.666666666666664,0,0,0.9579895123154889,0.2868032327110903,0,10,1,Pittsburgh,New York C
153,1,154,22,21,1,21,0,8,4.761904761904762,0.0,1,1,0.9579895123154889,0.2868032327110903,1,18,23,Philadelphia,Oakland
154,1,155,1,2,6,28,1,8,21.428571428571427,12.5,5,5,0.984807753012208,0.17364817766693041,1,13,4,Arlington,Anaheim
155,1,156,3,28,1,15,1,16,6.666666666666667,6.25,0,0,0.984807753012208,0.17364817766693041,0,3,15,Atlanta,Toronto
156,1,157,4,27,3,9,0,14,33.33333333333333,0.0,3,3,0.984807753012208,0.17364817766693041,1,25,20,Baltimore,Seattle
157,1,158,5,26,5,21,0,5,23.809523809523807,0.0,5,5,0.984807753012208,0.17364817766693041,1,22,7,Boston,San Francisco
158,1,159,6,25,5,24,0,8,20.833333333333336,0.0,5,5,0.984807753012208,0.17364817766693041,1,24,2,Chicago B,San Diego
159,1,160,7,24,2,15,1,8,13.333333333333334,12.5,1,1,0.984807753012208,0.17364817766693041,1,16,21,Chicago H,St. Louis
160,1,161,8,23,4,29,0,1,13.793103448275861,0.0,4,4,0.984807753012208,0.17364817766693041,1,28,10,Cincinnati,Pittsburgh
161,1,162,9,22,1,9,0,13,11.11111111111111,0.0,1,1,0.984807753012208,0.17364817766693041,1,8,18,Cleveland Queens,Philadelphia
162,1,163,10,21,2,9,1,17,22.22222222222222,5.88235294117647,1,1,0.984807753012208,0.17364817766693041,1,5,23,Denver,Oakland
163,1,164,11,20,3,15,0,6,20.0,0.0,3,3,0.984807753012208,0.17364817766693041,1,17,1,Detroit,New York C
164,1,165,12,19,0,8,2,16,0.0,12.5,-2,2,0.984807753012208,0.17364817766693041,-1,9,26,Houston,New York S
165,1,166,13,18,0,18,0,11,0.0,0.0,0,0,0.984807753012208,0.17364817766693041,0,12,11,Kansas City,Montreal
166,1,167,14,17,0,4,1,12,0.0,8.333333333333332,-1,1,0.984807753012208,0.17364817766693041,-1,14,19,Los Angeles,Minneapolis
167,1,168,15,16,3,38,3,10,7.894736842105263,30.0,0,0,0.984807753012208,0.17364817766693041,0,27,6,Miami,Milwaukee
168,1,169,1,27,5,19,1,11,26.31578947368421,9.090909090909092,4,4,0.9983081582712682,0.05814482891047568,1,13,20,Arlington,Seattle
169,1,170,28,26,1,22,1,11,4.545454545454546,9.090909090909092,0,0,0.9983081582712682,0.05814482891047568,0,15,7,Toronto,San Francisco
170,1,171,2,25,0,11,1,12,0.0,8.333333333333332,-1,1,0.9983081582712682,0.05814482891047568,-1,4,2,Anaheim,San Diego
171,1,172,3,24,0,14,1,15,0.0,6.666666666666667,-1,1,0.9983081582712682,0.05814482891047568,-1,3,21,Atlanta,St. Louis
172,1,173,4,23,2,21,0,3,9.523809523809524,0.0,2,2,0.9983081582712682,0.05814482891047568,1,25,10,Baltimore,Pittsburgh
173,1,174,5,22,1,12,2,7,8.333333333333332,28.57142857142857,-1,1,0.9983081582712682,0.05814482891047568,-1,22,18,Boston,Philadelphia
174,1,175,6,21,1,21,2,6,4.761904761904762,33.33333333333333,-1,1,0.9983081582712682,0.05814482891047568,-1,24,23,Chicago B,Oakland
175,1,176,7,20,4,27,0,7,14.814814814814813,0.0,4,4,0.9983081582712682,0.05814482891047568,1,16,1,Chicago H,New York C
176,1,177,8,19,1,13,1,8,7.6923076923076925,12.5,0,0,0.9983081582712682,0.05814482891047568,0,28,26,Cincinnati,New York S
177,1,178,9,18,2,9,0,8,22.22222222222222,0.0,2,2,0.9983081582712682,0.05814482891047568,1,8,11,Cleveland Queens,Montreal
178,1,179,10,17,1,8,1,11,12.5,9.090909090909092,0,0,0.9983081582712682,0.05814482891047568,0,5,19,Denver,Minneapolis
179,1,180,11,16,2,13,2,9,15.384615384615385,22.22222222222222,0,0,0.9983081582712682,0.05814482891047568,0,17,6,Detroit,Milwaukee
180,1,181,12,15,2,10,3,20,20.0,15.0,-1,1,0.9983081582712682,0.05814482891047568,-1,9,27,Houston,Miami
181,1,182,13,14,2,19,2,13,10.526315789473683,15.384615384615385,0,0,0.9983081582712682,0.05814482891047568,0,12,14,Kansas City,Los Angeles
182,1,183,14,1,1,11,0,8,9.090909090909092,0.0,1,1,0.9983081582712682,-0.058144828910475774,1,14,13,Los Angeles,Arlington
183,1,184,13,15,0,5,2,15,0.0,13.333333333333334,-2,2,0.9983081582712682,-0.058144828910475774,-1,12,27,Kansas City,Miami
184,1,185,12,16,0,14,0,19,0.0,0.0,0,0,0.9983081582712682,-0.058144828910475774,0,9,6,Houston,Milwaukee
185,1,186,11,17,5,18,1,13,27.77777777777778,7.6923076923076925,4,4,0.9983081582712682,-0.058144828910475774,1,17,19,Detroit,Minneapolis
186,1,187,10,18,1,4,2,12,25.0,16.666666666666664,-1,1,0.9983081582712682,-0.058144828910475774,-1,5,11,Denver,Montreal
187,1,188,9,19,1,3,4,21,33.33333333333333,19.047619047619047,-3,3,0.9983081582712682,-0.058144828910475774,-1,8,26,Cleveland Queens,New York S
188,1,189,8,20,5,31,4,8,16.129032258064516,50.0,1,1,0.9983081582712682,-0.058144828910475774,1,28,1,Cincinnati,New York C
189,1,190,7,21,1,11,2,10,9.090909090909092,20.0,-1,1,0.9983081582712682,-0.058144828910475774,-1,16,23,Chicago H,Oakland
190,1,191,6,22,3,20,1,14,15.0,7.142857142857142,2,2,0.9983081582712682,-0.058144828910475774,1,24,18,Chicago B,Philadelphia
191,1,192,5,23,1,17,1,10,5.88235294117647,10.0,0,0,0.9983081582712682,-0.058144828910475774,0,22,10,Boston,Pittsburgh
192,1,193,4,24,3,24,1,11,12.5,9.090909090909092,2,2,0.9983081582712682,-0.058144828910475774,1,25,21,Baltimore,St. Louis
193,1,194,3,25,2,11,2,13,18.181818181818183,15.384615384615385,0,0,0.9983081582712682,-0.058144828910475774,0,3,2,Atlanta,San Diego
194,1,195,2,26,1,13,1,12,7.6923076923076925,8.333333333333332,0,0,0.9983081582712682,-0.058144828910475774,0,4,7,Anaheim,San Francisco
